"","NSWID","FID","species","longitude","latitude","sample_lib_NSW","SeedlingNumb","Pop","ID","IID","height","rust_infection","LeavesShootInfect","LeavesShootRustSchore1.5","MinorBranchDB","MajorBranchDB","CrownDensity","Notes"
"161","NSW1079761","NSW_1079761","Melaleuca quinquenervia",152.9590002,-31.32815482,"NSW_1079761_1_S174",12,"pe59c2ef0","NSW_1079761_12",1536,14,"0A","50-90",NA,"no","no",55,""
"162","NSW1079762","NSW_1079762","Melaleuca quinquenervia",152.9694803,-31.3139559,"NSW_1079762_S63",12,"pe59c2ef0","NSW_1079762_12",1548,16,"0A","10-50",NA,"no","no",80,"burnt up to 4m"
"163","NSW1079763","NSW_1079763","Melaleuca quinquenervia",152.789829,-31.70962811,"NSW_1079763_S172",12,"pa9710de0","NSW_1079763_12",1560,7,"infected","5-10",1,"no","no",40,"burnt up to 3m"
"164","NSW1079763","NSW_1079763","Melaleuca quinquenervia",152.789829,-31.70962811,"NSW_1079763_1_S172",12,"pa9710de0","NSW_1079763_12",1560,7,"infected","5-10",1,"no","no",40,"burnt up to 3m"
"165","NSW1079765","NSW_1079765","Melaleuca quinquenervia",152.9667334,-31.31318018,"NSW_1079765_S62",12,"pe59c2ef0","NSW_1079765_12",1572,9,"0",NA,NA,"yes","no",70,"burnt up to 5m"
"166","NSW1079766","NSW_1079766","Melaleuca quinquenervia",152.9633359,-31.30981403,"NSW_1079766_S110",12,"pe59c2ef0","NSW_1079766_12",1584,6,"infected","10-50",1,"no","no",60,""
"167","NSW1079767","NSW_1079767","Melaleuca quinquenervia",152.9628195,-31.30749914,"NSW_1079767_S108",12,"pe59c2ef0","NSW_1079767_12",1596,13,"0A","1-5",NA,"no","no",85,""
"168","NSW1079768","NSW_1079768","Melaleuca quinquenervia",152.5365557,-32.25129137,"NSW_1079768_S146",12,"pbb515550","NSW_1079768_12",1608,11,"0A","1-5",NA,"yes","no",60,""
"169","NSW1079772","NSW_1079772","Melaleuca quinquenervia",152.8982869,-31.50224463,"NSW_1079772_S151",12,"pb9a5aec0","NSW_1079772_12",1620,10,"infected","50-90",3,"yes","no",55,"burnt up to 7m"
"170","NSW1079773","NSW_1079773","Melaleuca quinquenervia",152.5306496,-32.25249922,"NSW_1079773_S141",12,"pbb515550","NSW_1079773_12",1632,12,"0",NA,NA,"no","no",90,""
"171","NSW1079774","NSW_1079774","Melaleuca quinquenervia",152.9565065,-31.33241514,NA,NA,"e59c2ef0-141c-11eb-a8b6-d340f341f2d0",NA,NA,13,"0A","50-90",NA,"no","no",50,""
"172","NSW1079774","NSW_1079774","Melaleuca quinquenervia",152.9570097,-31.33168946,"NSW_1079774_S113",12,"pe59c2ef0","NSW_1079774_12",1656,NA,NA,NA,NA,NA,NA,NA,NA
"173","NSW1079778","NSW_1079778","Melaleuca quinquenervia",152.5306509,-32.25249091,"NSW_1079778_S28",12,"pbb515550","NSW_1079778_12",1668,9,"0A","10-50",NA,"no","no",50,""
"174","NSW1079779","NSW_1079779","Melaleuca quinquenervia",152.9668781,-31.31946985,"NSW_1079779_1_S173",12,"pe59c2ef0","NSW_1079779_12",1680,10,"infected","50-90",3,"no","no",65,""
"175","NSW1079779","NSW_1079779","Melaleuca quinquenervia",152.9668781,-31.31946985,"NSW_1079779_S173",12,"pe59c2ef0","NSW_1079779_12",1680,10,"infected","50-90",3,"no","no",65,""
"176","NSW1079783","NSW_1079783","Melaleuca quinquenervia",153.0415239,-31.05007697,"NSW_1079783_S55",12,"p831064a0","NSW_1079783_12",1704,10,"infected","10-50",1,"no","no",70,""
"177","NSW1079784","NSW_1079784","Melaleuca quinquenervia",152.9038629,-31.49350321,"NSW_1079784_S96",12,"pb9a5aec0","NSW_1079784_12",1716,12,"0A","1-5",NA,"no","no",60,"burnt up to 2m"
"178","NSW1079788","NSW_1079788","Melaleuca quinquenervia",153.0406556,-31.04981504,"NSW_1079788_S39",12,"p831064a0","NSW_1079788_12",1728,8,"infected","10-50",1,"no","no",65,""
"179","NSW1079789","NSW_1079789","Melaleuca quinquenervia",152.9035492,-31.49418374,"NSW_1079789_S159",12,"pb9a5aec0","NSW_1079789_12",1740,7,"infected","10-50",1,"yes","no",80,""
"180","NSW1079793","NSW_1079793","Melaleuca quinquenervia",153.0393076,-31.0492059,"NSW_1079793_S164",12,"p831064a0","NSW_1079793_12",1752,12,"0A","5-10",NA,"no","no",75,""
"181","NSW1079794","NSW_1079794","Melaleuca quinquenervia",152.9035574,-31.49420354,"NSW_1079794_S93",12,"pb9a5aec0","NSW_1079794_12",1776,6,"infected","90+",1,"no","no",45,""
"182","NSW1079798","NSW_1079798","Melaleuca quinquenervia",153.0380382,-31.04851124,"NSW_1079798_S31",12,"p831064a0","NSW_1079798_12",1788,8,"0A","5-10",NA,"no","no",50,""
"183","NSW1079799","NSW_1079799","Melaleuca quinquenervia",152.9627998,-31.30753143,"NSW_1079799_S40",12,"pe59c2ef0","NSW_1079799_12",1800,9,"0A","5-10",NA,"no","no",50,""
"184","NSW1079803","NSW_1079803","Melaleuca quinquenervia",153.0207133,-31.02313825,"NSW_1079803_S42",12,"p831064a0","NSW_1079803_12",1812,15,"infected","50-90",4,"no","no",55,"burnt up to 9m"
"185","NSW1079804","NSW_1079804","Melaleuca quinquenervia",152.9030448,-31.49540748,"NSW_1079804_S142",12,"pb9a5aec0","NSW_1079804_12",1824,10,"infected","90+",2,"no","no",55,""
"186","NSW1079808","NSW_1079808","Melaleuca quinquenervia",153.0255807,-31.02977903,"NSW_1079808_S163",12,"p831064a0","NSW_1079808_12",1836,11,"infected","50-90",1,"yes","no",40,""
"187","NSW1079809","NSW_1079809","Melaleuca quinquenervia",152.8982914,-31.50223666,"NSW_1079809_S152",12,"pb9a5aec0","NSW_1079809_12",1848,7,"0A","10-50",NA,"yes","no",30,"burnt up to 2m"
"188","NSW1079813","NSW_1079813","Melaleuca quinquenervia",153.0241479,-31.03043342,"NSW_1079813_S111",12,"p831064a0","NSW_1079813_12",1860,10,"0A","50-90",NA,"no","no",55,"burnt up to 3m"
"189","NSW1079814","NSW_1079814","Melaleuca quinquenervia",152.9025959,-31.49585756,"NSW_1079814_S43",12,"pb9a5aec0","NSW_1079814_12",1872,9,"0A","50-90",NA,"yes","no",65,"burnt up to 8m"
"190","NSW1079818","NSW_1079818","Melaleuca quinquenervia",153.0237167,-31.03060077,"NSW_1079818_S112",12,"p831064a0","NSW_1079818_12",1884,9,"0A","90+",NA,"no","no",45,""
"191","NSW1079819","NSW_1079819","Melaleuca quinquenervia",152.9023225,-31.49680026,"NSW_1079819_S95",12,"pb9a5aec0","NSW_1079819_12",1896,12,"0A","5-10",NA,"yes","no",45,"burnt up to 2m"
"192","NSW1079821","NSW_1079821","Melaleuca quinquenervia",152.8002216,-31.68235956,"NSW_1079821_S153",12,"pa9710de0","NSW_1079821_12",1908,13,"0A","10-50",NA,"yes","no",65,"burnt up to 4m"
"193","NSW1079822","NSW_1079822","Melaleuca quinquenervia",152.7971721,-31.68554497,NA,NA,"a9710de0-1342-11eb-dc32-35883b76c0a7",NA,NA,8,"infected","10-50",4,"no","no",55,"burnt up to 2m"
"194","NSW1080758","NSW_1080758","Melaleuca quinquenervia",153.1615232,-30.18909914,"NSW_1080758_S120",12,"pb659e150","NSW_1080758_12",1932,12,"0A","10-50",NA,"yes","no",60,""
"195","NSW1080759","NSW_1080759","Melaleuca quinquenervia",153.1868368,-30.17570688,"NSW_1080759_S69",12,"pb659e150","NSW_1080759_12",1944,12,"0A","50-90",NA,"yes","no",55,""
"196","NSW1080761","NSW_1080761","Melaleuca quinquenervia",153.1615165,-30.18909784,"NSW_1080761_S119",12,"pb659e150","NSW_1080761_12",1956,15,"0A","90+",NA,"yes","no",50,""
"197","NSW1080762","NSW_1080762","Melaleuca quinquenervia",153.1644314,-30.19164058,"NSW_1080762_S23",12,"pb659e150","NSW_1080762_12",1980,7,"0A","50-90",NA,"yes","no",45,""
"198","NSW1080763","NSW_1080763","Melaleuca quinquenervia",153.1961878,-30.03875313,"NSW_1080763_S5",12,"p60668f30","NSW_1080763_12",1992,5,"0A","1-5",NA,"yes","no",65,""
"199","NSW1080764","NSW_1080764","Melaleuca quinquenervia",153.2637667,-29.85198428,"NSW_1080764_S72",12,"p8a9b6b20","NSW_1080764_12",2004,13,"0A","10-50",NA,"yes","no",60,""
"200","NSW1080765","NSW_1080765","Melaleuca quinquenervia",153.1968916,-30.03709778,"NSW_1080765_S7",12,"p60668f30","NSW_1080765_12",2016,5,"0A","10-50",NA,"yes","yes",35,""
"201","NSW1080766","NSW_1080766","Melaleuca quinquenervia",153.2629126,-29.85212664,"NSW_1080766_S81",12,"p8a9b6b20","NSW_1080766_12",2028,9,"0A","10-50",NA,"yes","no",45,""
"202","NSW1080767","NSW_1080767","Melaleuca quinquenervia",153.1614909,-30.18913757,"NSW_1080767_S123",12,"pb659e150","NSW_1080767_12",2040,7,"0A","50-90",NA,"no","no",55,""
"203","NSW1080768","NSW_1080768","Melaleuca quinquenervia",153.1971047,-30.03595822,"NSW_1080768_S12",12,"p60668f30","NSW_1080768_12",2052,5,"0A","10-50",NA,"yes","no",55,""
"204","NSW1080769","NSW_1080769","Melaleuca quinquenervia",153.1972206,-30.03644305,"NSW_1080769_S3",12,"p60668f30","NSW_1080769_12",2064,3,"0A","10-50",NA,"no","no",70,""
"205","NSW1080770","NSW_1080770","Melaleuca quinquenervia",153.1972212,-30.0364465,"NSW_1080770_S13",12,"p60668f30","NSW_1080770_12",2076,5,"0A","10-50",NA,"yes","no",85,""
"206","NSW1080771","NSW_1080771","Melaleuca quinquenervia",153.1965677,-30.03812797,"NSW_1080771_S4",12,"p60668f30","NSW_1080771_12",2088,3,"0A","10-50",NA,"no","no",70,""
"207","NSW1080772","NSW_1080772","Melaleuca quinquenervia",153.1615077,-30.18911622,"NSW_1080772_S124",12,"pb659e150","NSW_1080772_12",2100,11,"0A","50-90",NA,"yes","no",60,""
"208","NSW1080773","NSW_1080773","Melaleuca quinquenervia",153.1975396,-30.03477256,"NSW_1080773_S8",12,"p60668f30","NSW_1080773_12",2112,7,"0A","1-5",NA,"yes","no",80,""
"209","NSW1080774","NSW_1080774","Melaleuca quinquenervia",153.1972502,-30.03558083,"NSW_1080774_S14",12,"p60668f30","NSW_1080774_12",2124,3,"0A","1-5",NA,"no","no",75,""
"210","NSW1080775","NSW_1080775","Melaleuca quinquenervia",153.1976471,-30.03464414,"NSW_1080775_S9",12,"p60668f30","NSW_1080775_12",2136,4,"0A","50-90",NA,"yes","no",60,""
"211","NSW1080776","NSW_1080776","Melaleuca quinquenervia",153.1965746,-30.03812084,"NSW_1080776_S15",12,"p60668f30","NSW_1080776_12",2148,7,"0A","10-50",NA,"yes","no",55,""
"212","NSW1080777","NSW_1080777","Melaleuca quinquenervia",153.2709712,-29.85199418,"NSW_1080777_S133",12,"p8a9b6b20","NSW_1080777_12",2160,9,"0A","10-50",NA,"no","no",85,""
"213","NSW1080778","NSW_1080778","Melaleuca quinquenervia",153.2701393,-29.85293685,"NSW_1080778_S6",12,"p8a9b6b20","NSW_1080778_12",2172,8,"0A","90+",NA,"yes","no",40,""
"214","NSW1080779","NSW_1080779","Melaleuca quinquenervia",153.2701373,-29.85293715,"NSW_1080779_S70",12,"p8a9b6b20","NSW_1080779_12",2184,9,"0A","50-90",NA,"no","no",60,"burnt up to 4m"
"215","NSW1080780","NSW_1080780","Melaleuca quinquenervia",153.1616169,-30.18916854,"NSW_1080780_S121",12,"pb659e150","NSW_1080780_12",2196,17,"0A","50-90",NA,"yes","no",45,""
"216","NSW1080781","NSW_1080781","Melaleuca quinquenervia",153.2619853,-29.85200872,"NSW_1080781_S11",12,"p8a9b6b20","NSW_1080781_12",2208,11,"0A","10-50",NA,"no","no",50,"burnt up to 4m"
"217","NSW1080782","NSW_1080782","Melaleuca quinquenervia",153.262396,-29.8522382,"NSW_1080782_S10",12,"p8a9b6b20","NSW_1080782_12",2220,12,"0A","5-10",NA,"yes","no",50,""
"218","NSW1080784","NSW_1080784","Melaleuca quinquenervia",153.2632438,-29.85248481,"NSW_1080784_S71",12,"p8a9b6b20","NSW_1080784_12",2232,10,"0A","5-10",NA,"yes","no",55,""
"219","NSW1080785","NSW_1080785","Melaleuca quinquenervia",153.1975396,-30.03477256,"NSW_1080785_S80",12,"p60668f30","NSW_1080785_12",2256,NA,NA,NA,NA,NA,NA,NA,NA
"220","NSW1080785","NSW_1080785","Melaleuca quinquenervia",153.2696437,-29.85176757,NA,NA,"8a9b6b20-3ff9-11eb-d73e-3de391e9f866",NA,NA,7,"0A","10-50",NA,"no","no",50,""
"221","NSW1080786","NSW_1080786","Melaleuca quinquenervia",153.26967,-29.85176414,"NSW_1080786_S79",12,"p8a9b6b20","NSW_1080786_12",2268,7,"0A","10-50",NA,"yes","no",65,""
"222","NSW1080787","NSW_1080787","Melaleuca quinquenervia",153.2709461,-29.85197584,"NSW_1080787_S84",12,"p8a9b6b20","NSW_1080787_12",2280,6,"0A","50-90",NA,"yes","no",30,""
"223","NSW1158795","NSW_1158795",NA,NA,NA,"NSW1158795_S118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","NSW1158796","NSW_1158796",NA,NA,NA,"NSW1158796_S117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","NSW1158797","NSW_1158797",NA,NA,NA,"NSW1158797_S116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","NSW1158799","NSW_1158799",NA,NA,NA,"NSW1158799_S114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","NSW1158801","NSW_1158801",NA,NA,NA,"NSW1158801_S112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","NSW1158802","NSW_1158802",NA,NA,NA,"NSW1158802_S97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","NSW1158804","NSW_1158804",NA,NA,NA,"NSW1158804_S107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","NSW1158805","NSW_1158805",NA,NA,NA,"NSW1158805_S110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","NSW1158806","NSW_1158806",NA,NA,NA,"NSW1158806_S111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","NSW1158807","NSW_1158807",NA,NA,NA,"NSW1158807_S104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","NSW1158808","NSW_1158808",NA,NA,NA,"NSW1158808_S105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","NSW1158809","NSW_1158809",NA,NA,NA,"NSW1158809_S106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","NSW1158810","NSW_1158810",NA,NA,NA,"NSW1158810_S109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","NSW1158811","NSW_1158811",NA,NA,NA,"NSW1158811_S108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","NSW1158812","NSW_1158812",NA,NA,NA,"NSW1158812_S101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","NSW1158813","NSW_1158813",NA,NA,NA,"NSW1158813_S102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","NSW1158814","NSW_1158814",NA,NA,NA,"NSW1158814_S103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","NSW1158816","NSW_1158816",NA,NA,NA,"NSW1158816_S98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","NSW1158817","NSW_1158817",NA,NA,NA,"NSW1158817_S99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","NSW1158818","NSW_1158818",NA,NA,NA,"NSW1158818_S100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","NSW1158826","NSW_1158826",NA,NA,NA,"NSW1158826_S121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","NSW1158827","NSW_1158827",NA,NA,NA,"NSW1158827_S126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","NSW1158828","NSW_1158828",NA,NA,NA,"NSW1158828_S120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","NSW1158829","NSW_1158829",NA,NA,NA,"NSW1158829_S122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","NSW1158830","NSW_1158830",NA,NA,NA,"NSW1158830_S124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","NSW1158831","NSW_1158831",NA,NA,NA,"NSW1158831_S127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","NSW1158832","NSW_1158832",NA,NA,NA,"NSW1158832_S119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","NSW1158834","NSW_1158834",NA,NA,NA,"NSW1158834_S123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,"NSW_1079822","Melaleuca quinquenervia",152.7971721,-31.68554497,NA,12,"pa9710de0","NSW_1079822_12",1920,NA,NA,NA,NA,NA,NA,NA,NA
